"","location","State_Code","date_time_accessed","WeekStart","state_weekly_cases","national_weekly_cases","national_weekly_deaths","national_weekly_rec","epiweek"
"58","Delaware","DE",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"59","Delaware","DE",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"60","Delaware","DE",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"61","Delaware","DE",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"62","Delaware","DE",2020-03-19 19:28:58,2020-03-01,0,353,19,0,10
"63","Delaware","DE",2020-03-19 19:28:58,2020-03-08,6,2825,56,0,11
"64","Delaware","DE",2020-03-19 19:28:58,2020-03-15,24,11855,170,0,12
"65","District of Columbia","DC",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"66","District of Columbia","DC",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"67","District of Columbia","DC",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"68","District of Columbia","DC",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"69","District of Columbia","DC",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"70","District of Columbia","DC",2020-03-19 19:28:58,2020-03-01,1,353,19,0,10
"71","District of Columbia","DC",2020-03-19 19:28:58,2020-03-08,15,2825,56,0,11
"72","District of Columbia","DC",2020-03-19 19:28:58,2020-03-15,23,11855,170,0,12
"73","Florida","FL",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"74","Florida","FL",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"75","Florida","FL",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"76","Florida","FL",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"77","Florida","FL",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"78","Florida","FL",2020-03-19 19:28:58,2020-03-01,8,353,19,0,10
"79","Florida","FL",2020-03-19 19:28:58,2020-03-08,108,2825,56,0,11
"80","Florida","FL",2020-03-19 19:28:58,2020-03-15,316,11855,170,0,12
"81","Georgia","GA",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"82","Georgia","GA",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"83","Georgia","GA",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"84","Georgia","GA",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"85","Georgia","GA",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"86","Georgia","GA",2020-03-19 19:28:58,2020-03-01,7,353,19,0,10
"87","Georgia","GA",2020-03-19 19:28:58,2020-03-08,59,2825,56,0,11
"88","Georgia","GA",2020-03-19 19:28:58,2020-03-15,221,11855,170,0,12
"89","Guam","GU",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"90","Guam","GU",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"91","Guam","GU",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"92","Guam","GU",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"93","Guam","GU",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"94","Guam","GU",2020-03-19 19:28:58,2020-03-01,0,353,19,0,10
"95","Guam","GU",2020-03-19 19:28:58,2020-03-08,0,2825,56,0,11
"96","Guam","GU",2020-03-19 19:28:58,2020-03-15,8,11855,170,0,12
"97","Hawaii","HI",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"98","Hawaii","HI",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"99","Hawaii","HI",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"100","Hawaii","HI",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"101","Hawaii","HI",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"102","Hawaii","HI",2020-03-19 19:28:58,2020-03-01,1,353,19,0,10
"103","Hawaii","HI",2020-03-19 19:28:58,2020-03-08,3,2825,56,0,11
"104","Hawaii","HI",2020-03-19 19:28:58,2020-03-15,12,11855,170,0,12
"105","Idaho","ID",2020-03-19 19:28:58,2020-01-19,0,3,0,0,4
"106","Idaho","ID",2020-03-19 19:28:58,2020-01-26,0,8,0,0,5
"107","Idaho","ID",2020-03-19 19:28:58,2020-02-02,0,12,0,0,6
"108","Idaho","ID",2020-03-19 19:28:58,2020-02-16,0,14,0,0,8
"109","Idaho","ID",2020-03-19 19:28:58,2020-02-23,0,24,1,0,9
"110","Idaho","ID",2020-03-19 19:28:58,2020-03-01,0,353,19,0,10
"111","Idaho","ID",2020-03-19 19:28:58,2020-03-08,5,2825,56,0,11
"112","Idaho","ID",2020-03-19 19:28:58,2020-03-15,6,11855,170,0,12
"113","Illinois","IL",2020-03-19 19:28:58,2020-01-19,1,3,0,0,4
"114","Illinois","IL",2020-03-19 19:28:58,2020-01-26,1,8,0,0,5
