"","ADM_scale","NAME","city_name","institution","institution_type","announcement_date","start_date","end_date","intervention_type","public_health_mobilization","Source_URL","gathering_size","notes","access_date","who_by","last_checked"
"495","ADM2","Lincoln",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"496","ADM2","Lincoln",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"497","ADM2","Lincoln",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"498","ADM2","Lincoln",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"499","ADM2","Long",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"500","ADM2","Long",NA,NA,NA,NA,2020-03-16,2020-03-31,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"501","ADM2","Long",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"502","ADM2","Long",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"503","ADM2","Long",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"504","ADM2","Lowndes",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"505","ADM2","Lowndes",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"506","ADM2","Lowndes",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"507","ADM2","Lowndes",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"508","ADM2","Lowndes",NA,"County Officials","Government",2020-03-24,2020-03-24,2020-04-06,"shelter_in_place",NA,"https://www.wtxl.com/news/coronavirus/lowndes-county-issues-voluntary-shelter-in-place-order-bans-large-gatherings",NA,NA,2020-03-25,"DMO",2020-03-25
"509","ADM2","Lumpkin",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"510","ADM2","Lumpkin",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"511","ADM2","Lumpkin",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"512","ADM2","Lumpkin",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"513","ADM2","Lumpkin",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"514","ADM2","Macon",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"515","ADM2","Macon",NA,NA,NA,NA,2020-03-10,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"516","ADM2","Macon",NA,"Mayor","Government",NA,2020-03-23,2020-04-06,"prohibit_business",NA,"https://www.macon.com/news/coronavirus/article241422686.html",NA,"Restaurants - takeout/delivery only' bars & salons to close",2020-03-25,"DMO",2020-03-25
"517","ADM2","Macon",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"518","ADM2","Macon",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"519","ADM2","Madison",NA,"Mayor","Government",2020-03-23,2020-03-23,2020-04-06,"state of emergency",NA,"https://www.macon.com/news/coronavirus/article241422686.html",NA,NA,2020-03-25,"DMO",2020-03-25
"520","ADM2","Madison",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"521","ADM2","Madison",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"522","ADM2","Madison",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"523","ADM2","Madison",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"524","ADM2","Marion",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"525","ADM2","Marion",NA,NA,NA,NA,2020-03-16,2020-04-06,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"526","ADM2","Marion",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"527","ADM2","Marion",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"528","ADM2","Marion",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"529","ADM2","McDuffie",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"530","ADM2","McDuffie",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"531","ADM2","McDuffie",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"532","ADM2","McDuffie",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"https://ecphd.com/newsevents/",NA,NA,NA,NA,NA
"533","ADM2","McDuffie",NA,NA,NA,NA,2020-03-16,2020-04-13,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"534","ADM2","McIntosh",NA,NA,NA,NA,2020-03-17,2020-04-13,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"535","ADM2","McIntosh",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"536","ADM2","McIntosh",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"537","ADM2","McIntosh",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"538","ADM2","McIntosh",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"539","ADM2","Meriwether",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"540","ADM2","Meriwether",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"541","ADM2","Meriwether",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"542","ADM2","Meriwether",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"543","ADM2","Meriwether",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"544","ADM2","Miller",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"545","ADM2","Miller",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"546","ADM2","Miller",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"547","ADM2","Miller",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"548","ADM2","Miller",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"549","ADM2","Mitchell",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"550","ADM2","Mitchell",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"551","ADM2","Mitchell",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"552","ADM2","Mitchell",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"553","ADM2","Mitchell",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"554","ADM2","Monroe",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"555","ADM2","Monroe",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"556","ADM2","Monroe",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"557","ADM2","Monroe",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"558","ADM2","Monroe",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"559","ADM2","Montgomery",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,"http://southcentralhealth.info",NA,NA,NA,NA,NA
"560","ADM2","Montgomery",NA,NA,"Government",NA,NA,NA,"prohibit_business",NA,"http://southcentralhealth.info",NA,NA,NA,NA,NA
"561","ADM2","Montgomery",NA,NA,"Government",NA,NA,NA,"gathering_size_limited",NA,"http://southcentralhealth.info",NA,NA,NA,NA,NA
"562","ADM2","Montgomery",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"http://southcentralhealth.info",NA,NA,NA,NA,NA
"563","ADM2","Montgomery",NA,NA,NA,NA,2020-03-17,2020-03-31,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"564","ADM2","Morgan",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"565","ADM2","Morgan",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"566","ADM2","Morgan",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"567","ADM2","Morgan",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"568","ADM2","Morgan",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"569","ADM2","Murray",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"570","ADM2","Murray",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"571","ADM2","Murray",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"572","ADM2","Murray",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"573","ADM2","Murray",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"574","ADM2","Muscogee",NA,NA,NA,NA,2020-03-16,2020-04-06,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"575","ADM2","Muscogee",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"576","ADM2","Muscogee",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"577","ADM2","Muscogee",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"578","ADM2","Muscogee",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"579","ADM2","Newton",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"580","ADM2","Newton",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"581","ADM2","Newton",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"582","ADM2","Newton",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"583","ADM2","Newton",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"584","ADM2","Oconee",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"585","ADM2","Oconee",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"586","ADM2","Oconee",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"587","ADM2","Oconee",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"588","ADM2","Oconee",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"589","ADM2","Oglethorpe",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"590","ADM2","Oglethorpe",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"591","ADM2","Oglethorpe",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"592","ADM2","Oglethorpe",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"593","ADM2","Oglethorpe",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"594","ADM2","Paulding",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"595","ADM2","Paulding",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"596","ADM2","Paulding",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"597","ADM2","Paulding",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"598","ADM2","Paulding",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"599","ADM2","Peach",NA,NA,NA,NA,2020-03-17,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"600","ADM2","Peach",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"601","ADM2","Peach",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"602","ADM2","Peach",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"603","ADM2","Peach",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"604","ADM2","Pickens",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"605","ADM2","Pickens",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"606","ADM2","Pickens",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"607","ADM2","Pickens",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"608","ADM2","Pickens",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"609","ADM2","Pierce",NA,NA,NA,NA,2020-03-17,2020-04-13,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"610","ADM2","Pierce",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"611","ADM2","Pierce",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"612","ADM2","Pierce",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"613","ADM2","Pierce",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"614","ADM2","Pike",NA,NA,NA,NA,2020-03-13,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"615","ADM2","Pike",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"616","ADM2","Pike",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"617","ADM2","Pike",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"618","ADM2","Pike",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"619","ADM2","Polk",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"620","ADM2","Polk",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"621","ADM2","Polk",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"622","ADM2","Polk",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"623","ADM2","Polk",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"624","ADM2","Pulaski",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,"http://southcentralhealth.info",NA,NA,NA,NA,NA
"625","ADM2","Pulaski",NA,NA,NA,NA,2020-03-12,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"626","ADM2","Pulaski",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"627","ADM2","Pulaski",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"628","ADM2","Pulaski",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"629","ADM2","Putnam",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"630","ADM2","Putnam",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"631","ADM2","Putnam",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"632","ADM2","Putnam",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"633","ADM2","Putnam",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"634","ADM2","Quitman",NA,NA,NA,NA,2020-03-17,2020-04-06,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"635","ADM2","Quitman",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"636","ADM2","Quitman",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"637","ADM2","Quitman",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"638","ADM2","Quitman",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"639","ADM2","Rabun",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"640","ADM2","Rabun",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"641","ADM2","Rabun",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"642","ADM2","Rabun",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"643","ADM2","Rabun",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"644","ADM2","Randolph",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"645","ADM2","Randolph",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,NA,NA,NA
"646","ADM2","Randolph",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,NA,NA,NA
"647","ADM2","Randolph",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,NA,NA,NA
"648","ADM2","Randolph",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,NA,NA,NA
"649","ADM2","Richmond",NA,NA,"Government",NA,NA,NA,"shelter_in_place",NA,"https://ecphd.com/newsevents/",NA,NA,2020-03-25,"DMO",2020-03-25
"650","ADM2","Richmond",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"651","ADM2","Richmond",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"652","ADM2","Richmond","Augusta","City Government","Government",2020-03-21,2020-03-22,2020-04-04,"prohibit_business",NA,"https://www.augustaga.gov/2785/COVID-19-Updates",NA,"Restaurants no dine in; no public or private gatherings, no gyms or body care",2020-03-25,"DMO",2020-03-25
"653","ADM2","Richmond","Augusta","City Government","Government",2020-03-21,2020-03-22,2020-04-04,"gathering_size_limited",NA,"https://www.augustaga.gov/2785/COVID-19-Updates",10,NA,2020-03-25,"DMO",2020-03-25
"654","ADM2","Richmond",NA,NA,"Government",NA,2020-03-17,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"655","ADM2","Richmond",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,2020-03-25,NA,NA
"656","ADM2","Rockdale",NA,NA,NA,NA,2020-03-16,2020-04-13,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"657","ADM2","Rockdale",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"658","ADM2","Rockdale",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"659","ADM2","Rockdale",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"660","ADM2","Rockdale",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"661","ADM3","Rockdale","Conyers","Mayor","Government",2020-03-25,2020-03-25,NA,"prohibit_business",NA,"https://www.rockdalenewtoncitizen.com/news/conyers-orders-shelter-in-place-closure-of-non-essential-businesses/article_bc820486-6ed1-11ea-8869-671f68b0cf73.html",NA,"Restaurants - no inside dining; entertainment estab closed",2020-03-25,"DMO",2020-03-25
"662","ADM4","Rockdale","Conyers","Mayor","Government",2020-03-26,2020-03-26,NA,"gathering_size_limited",NA,"https://www.rockdalenewtoncitizen.com/news/conyers-orders-shelter-in-place-closure-of-non-essential-businesses/article_bc820486-6ed1-11ea-8869-671f68b0cf73.html",10,NA,2020-03-25,"DMO",2020-03-25
"663","ADM2","Schley",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"664","ADM2","Schley",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"665","ADM2","Schley",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"666","ADM2","Schley",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"667","ADM2","Schley",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"668","ADM2","Screven",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,"https://ecphd.com/newsevents/",NA,NA,2020-03-25,"DMO",2020-03-25
"669","ADM2","Screven",NA,NA,NA,NA,2020-03-16,2020-03-17,"non-contact school",NA,"https://www.wtoc.com/2020/03/13/tattnall-county-schools-close-weeks-beginning-monday-march/",NA,NA,2020-03-23,"ARW",2020-03-23
"670","ADM2","Screven",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"671","ADM2","Screven",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"672","ADM2","Screven",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"673","ADM2","Seminole",NA,NA,NA,NA,2020-03-13,2020-04-13,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-25,"DMO",2020-03-25
"674","ADM2","Seminole",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"675","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"676","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"677","ADM2","Seminole",NA,NA,NA,NA,NA,NA,"gathering_size_limited",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"678","ADM2","Spalding",NA,NA,NA,NA,2020-03-16,2020-04-01,"non-contact school",NA,"https://www.georgiainsights.com/georgia-school-closures.html",NA,NA,2020-03-23,"ARW",2020-03-23
"679","ADM2","Spalding",NA,NA,"Government",NA,NA,NA,"state of emergency",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"680","ADM2","Spalding",NA,NA,NA,NA,NA,NA,"shelter_in_place",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
"681","ADM2","Spalding",NA,NA,NA,NA,NA,NA,"prohibit_business",NA,NA,NA,NA,2020-03-25,"DMO",2020-03-25
