"","Date","Country","Fatalities"
"2381","2020-02-27","Canada",0
"2382","2020-02-27","Greece",0
"2383","2020-02-27","India",0
"2384","2020-02-27","Ireland",0
"2385","2020-02-27","Poland",0
"2386","2020-02-27","Indonesia",0
"2387","2020-02-27","Albania",0
"2388","2020-02-27","Bulgaria",0
"2389","2020-02-27","Panama",0
"2390","2020-02-27","Morocco",0
"2391","2020-02-27","Guyana",0
"2392","2020-02-27","Ecuador",0
"2393","2020-02-27","Denmark",0
"2394","2020-02-27","Slovenia",0
"2395","2020-02-27","Luxembourg",0
"2396","2020-02-27","Hungary",0
"2397","2020-02-27","Azerbaijan",0
"2398","2020-02-27","Ukraine",0
"2399","2020-02-27","Sudan",0
"2400","2020-02-27","Guatemala",0
"2401","2020-02-28","China",2835
"2402","2020-02-28","Philippines",1
"2403","2020-02-28","Hong Kong",2
"2404","2020-02-28","Japan",5
"2405","2020-02-28","France",2
"2406","2020-02-28","Taipei and environs",1
"2407","2020-02-28","Iran",34
"2408","2020-02-28","Diamond Princess",6
"2409","2020-02-28","South Korea",16
"2410","2020-02-28","Italy",21
"2411","2020-02-28","US",0
"2412","2020-02-28","Thailand",0
"2413","2020-02-28","Australia",0
"2414","2020-02-28","San Marino",0
"2415","2020-02-28","Spain",0
"2416","2020-02-28","Iraq",0
"2417","2020-02-28","Switzerland",0
"2418","2020-02-28","United Kingdom",0
"2419","2020-02-28","Netherlands",0
"2420","2020-02-28","Egypt",0
"2421","2020-02-28","Argentina",0
"2422","2020-02-28","Germany",0
"2423","2020-02-28","Belgium",0
"2424","2020-02-28","Lebanon",0
"2425","2020-02-28","Algeria",0
"2426","2020-02-28","Norway",0
"2427","2020-02-28","Sweden",0
"2428","2020-02-28","Austria",0
"2429","2020-02-28","Canada",0
"2430","2020-02-28","Greece",0
"2431","2020-02-28","India",0
"2432","2020-02-28","Ireland",0
"2433","2020-02-28","Poland",0
"2434","2020-02-28","Indonesia",0
"2435","2020-02-28","Albania",0
"2436","2020-02-28","Bulgaria",0
"2437","2020-02-28","Panama",0
"2438","2020-02-28","Morocco",0
"2439","2020-02-28","Guyana",0
"2440","2020-02-28","Ecuador",0
"2441","2020-02-28","Denmark",0
"2442","2020-02-28","Slovenia",0
"2443","2020-02-28","Luxembourg",0
"2444","2020-02-28","Hungary",0
"2445","2020-02-28","Azerbaijan",0
"2446","2020-02-28","Ukraine",0
"2447","2020-02-28","Sudan",0
"2448","2020-02-28","Guatemala",0
"2449","2020-02-29","China",2870
"2450","2020-02-29","Philippines",1
"2451","2020-02-29","Hong Kong",2
"2452","2020-02-29","Japan",5
"2453","2020-02-29","France",2
"2454","2020-02-29","Taipei and environs",1
"2455","2020-02-29","Iran",43
"2456","2020-02-29","Diamond Princess",6
"2457","2020-02-29","South Korea",18
"2458","2020-02-29","Italy",29
"2459","2020-02-29","US",1
"2460","2020-02-29","Thailand",0
"2461","2020-02-29","Australia",0
"2462","2020-02-29","San Marino",0
"2463","2020-02-29","Spain",0
"2464","2020-02-29","Iraq",0
"2465","2020-02-29","Switzerland",0
"2466","2020-02-29","United Kingdom",0
"2467","2020-02-29","Netherlands",0
"2468","2020-02-29","Egypt",0
"2469","2020-02-29","Argentina",0
"2470","2020-02-29","Germany",0
"2471","2020-02-29","Belgium",0
"2472","2020-02-29","Lebanon",0
"2473","2020-02-29","Algeria",0
"2474","2020-02-29","Norway",0
"2475","2020-02-29","Sweden",0
"2476","2020-02-29","Austria",0
"2477","2020-02-29","Canada",0
"2478","2020-02-29","Greece",0
"2479","2020-02-29","India",0
"2480","2020-02-29","Ireland",0
"2481","2020-02-29","Poland",0
"2482","2020-02-29","Indonesia",0
"2483","2020-02-29","Albania",0
"2484","2020-02-29","Bulgaria",0
"2485","2020-02-29","Panama",0
"2486","2020-02-29","Morocco",0
"2487","2020-02-29","Guyana",0
"2488","2020-02-29","Ecuador",0
"2489","2020-02-29","Denmark",0
"2490","2020-02-29","Slovenia",0
"2491","2020-02-29","Luxembourg",0
"2492","2020-02-29","Hungary",0
"2493","2020-02-29","Azerbaijan",0
"2494","2020-02-29","Ukraine",0
"2495","2020-02-29","Sudan",0
"2496","2020-02-29","Guatemala",0
"2497","2020-03-01","China",2912
"2498","2020-03-01","Philippines",1
"2499","2020-03-01","Hong Kong",2
"2500","2020-03-01","Japan",6
"2501","2020-03-01","France",2
"2502","2020-03-01","Taipei and environs",1
"2503","2020-03-01","Iran",54
"2504","2020-03-01","Diamond Princess",6
"2505","2020-03-01","South Korea",21
"2506","2020-03-01","Italy",34
"2507","2020-03-01","US",2
"2508","2020-03-01","Thailand",1
"2509","2020-03-01","Australia",1
"2510","2020-03-01","San Marino",1
"2511","2020-03-01","Spain",0
"2512","2020-03-01","Iraq",0
"2513","2020-03-01","Switzerland",0
"2514","2020-03-01","United Kingdom",0
"2515","2020-03-01","Netherlands",0
"2516","2020-03-01","Egypt",0
"2517","2020-03-01","Argentina",0
"2518","2020-03-01","Germany",0
"2519","2020-03-01","Belgium",0
"2520","2020-03-01","Lebanon",0
"2521","2020-03-01","Algeria",0
"2522","2020-03-01","Norway",0
"2523","2020-03-01","Sweden",0
"2524","2020-03-01","Austria",0
"2525","2020-03-01","Canada",0
"2526","2020-03-01","Greece",0
"2527","2020-03-01","India",0
"2528","2020-03-01","Ireland",0
"2529","2020-03-01","Poland",0
"2530","2020-03-01","Indonesia",0
"2531","2020-03-01","Albania",0
"2532","2020-03-01","Bulgaria",0
"2533","2020-03-01","Panama",0
"2534","2020-03-01","Morocco",0
"2535","2020-03-01","Guyana",0
"2536","2020-03-01","Ecuador",0
"2537","2020-03-01","Denmark",0
"2538","2020-03-01","Slovenia",0
"2539","2020-03-01","Luxembourg",0
"2540","2020-03-01","Hungary",0
"2541","2020-03-01","Azerbaijan",0
"2542","2020-03-01","Ukraine",0
"2543","2020-03-01","Sudan",0
"2544","2020-03-01","Guatemala",0
"2545","2020-03-02","China",2943
"2546","2020-03-02","Philippines",1
"2547","2020-03-02","Hong Kong",2
"2548","2020-03-02","Japan",6
"2549","2020-03-02","France",3
"2550","2020-03-02","Taipei and environs",1
"2551","2020-03-02","Iran",66
"2552","2020-03-02","Diamond Princess",6
"2553","2020-03-02","South Korea",23
"2554","2020-03-02","Italy",52
"2555","2020-03-02","US",6
"2556","2020-03-02","Thailand",1
"2557","2020-03-02","Australia",1
"2558","2020-03-02","San Marino",1
"2559","2020-03-02","Spain",0
"2560","2020-03-02","Iraq",0
"2561","2020-03-02","Switzerland",0
"2562","2020-03-02","United Kingdom",0
"2563","2020-03-02","Netherlands",0
"2564","2020-03-02","Egypt",0
"2565","2020-03-02","Argentina",0
"2566","2020-03-02","Germany",0
"2567","2020-03-02","Belgium",0
"2568","2020-03-02","Lebanon",0
"2569","2020-03-02","Algeria",0
"2570","2020-03-02","Norway",0
"2571","2020-03-02","Sweden",0
"2572","2020-03-02","Austria",0
"2573","2020-03-02","Canada",0
"2574","2020-03-02","Greece",0
"2575","2020-03-02","India",0
"2576","2020-03-02","Ireland",0
"2577","2020-03-02","Poland",0
"2578","2020-03-02","Indonesia",0
"2579","2020-03-02","Albania",0
"2580","2020-03-02","Bulgaria",0
"2581","2020-03-02","Panama",0
"2582","2020-03-02","Morocco",0
"2583","2020-03-02","Guyana",0
"2584","2020-03-02","Ecuador",0
"2585","2020-03-02","Denmark",0
"2586","2020-03-02","Slovenia",0
"2587","2020-03-02","Luxembourg",0
"2588","2020-03-02","Hungary",0
"2589","2020-03-02","Azerbaijan",0
"2590","2020-03-02","Ukraine",0
"2591","2020-03-02","Sudan",0
"2592","2020-03-02","Guatemala",0
"2593","2020-03-03","China",2981
"2594","2020-03-03","Philippines",1
"2595","2020-03-03","Hong Kong",2
"2596","2020-03-03","Japan",6
"2597","2020-03-03","France",4
"2598","2020-03-03","Taipei and environs",1
"2599","2020-03-03","Iran",77
"2600","2020-03-03","Diamond Princess",6
"2601","2020-03-03","South Korea",32
"2602","2020-03-03","Italy",79
"2603","2020-03-03","US",9
"2604","2020-03-03","Thailand",1
"2605","2020-03-03","Australia",1
"2606","2020-03-03","San Marino",1
"2607","2020-03-03","Spain",0
"2608","2020-03-03","Iraq",0
"2609","2020-03-03","Switzerland",0
"2610","2020-03-03","United Kingdom",0
"2611","2020-03-03","Netherlands",0
"2612","2020-03-03","Egypt",0
"2613","2020-03-03","Argentina",0
"2614","2020-03-03","Germany",0
"2615","2020-03-03","Belgium",0
"2616","2020-03-03","Lebanon",0
"2617","2020-03-03","Algeria",0
"2618","2020-03-03","Norway",0
"2619","2020-03-03","Sweden",0
"2620","2020-03-03","Austria",0
"2621","2020-03-03","Canada",0
"2622","2020-03-03","Greece",0
"2623","2020-03-03","India",0
"2624","2020-03-03","Ireland",0
"2625","2020-03-03","Poland",0
"2626","2020-03-03","Indonesia",0
"2627","2020-03-03","Albania",0
"2628","2020-03-03","Bulgaria",0
"2629","2020-03-03","Panama",0
"2630","2020-03-03","Morocco",0
"2631","2020-03-03","Guyana",0
"2632","2020-03-03","Ecuador",0
"2633","2020-03-03","Denmark",0
"2634","2020-03-03","Slovenia",0
"2635","2020-03-03","Luxembourg",0
"2636","2020-03-03","Hungary",0
"2637","2020-03-03","Azerbaijan",0
"2638","2020-03-03","Ukraine",0
"2639","2020-03-03","Sudan",0
"2640","2020-03-03","Guatemala",0
"2641","2020-03-04","China",3012
"2642","2020-03-04","Philippines",1
"2643","2020-03-04","Hong Kong",2
"2644","2020-03-04","Japan",6
"2645","2020-03-04","France",4
"2646","2020-03-04","Taipei and environs",1
"2647","2020-03-04","Iran",92
"2648","2020-03-04","Diamond Princess",6
"2649","2020-03-04","South Korea",35
"2650","2020-03-04","Italy",107
"2651","2020-03-04","US",11
"2652","2020-03-04","Thailand",1
"2653","2020-03-04","Australia",2
"2654","2020-03-04","San Marino",1
"2655","2020-03-04","Spain",1
"2656","2020-03-04","Iraq",2
"2657","2020-03-04","Switzerland",0
"2658","2020-03-04","United Kingdom",0
"2659","2020-03-04","Netherlands",0
"2660","2020-03-04","Egypt",0
"2661","2020-03-04","Argentina",0
"2662","2020-03-04","Germany",0
"2663","2020-03-04","Belgium",0
"2664","2020-03-04","Lebanon",0
"2665","2020-03-04","Algeria",0
"2666","2020-03-04","Norway",0
"2667","2020-03-04","Sweden",0
"2668","2020-03-04","Austria",0
"2669","2020-03-04","Canada",0
"2670","2020-03-04","Greece",0
"2671","2020-03-04","India",0
"2672","2020-03-04","Ireland",0
"2673","2020-03-04","Poland",0
"2674","2020-03-04","Indonesia",0
"2675","2020-03-04","Albania",0
"2676","2020-03-04","Bulgaria",0
"2677","2020-03-04","Panama",0
"2678","2020-03-04","Morocco",0
"2679","2020-03-04","Guyana",0
"2680","2020-03-04","Ecuador",0
"2681","2020-03-04","Denmark",0
"2682","2020-03-04","Slovenia",0
"2683","2020-03-04","Luxembourg",0
"2684","2020-03-04","Hungary",0
"2685","2020-03-04","Azerbaijan",0
"2686","2020-03-04","Ukraine",0
"2687","2020-03-04","Sudan",0
"2688","2020-03-04","Guatemala",0
"2689","2020-03-05","China",3042
"2690","2020-03-05","Philippines",1
"2691","2020-03-05","Hong Kong",2
"2692","2020-03-05","Japan",6
"2693","2020-03-05","France",7
"2694","2020-03-05","Taipei and environs",1
"2695","2020-03-05","Iran",107
"2696","2020-03-05","Diamond Princess",6
"2697","2020-03-05","South Korea",42
"2698","2020-03-05","Italy",148
"2699","2020-03-05","US",12
"2700","2020-03-05","Thailand",1
"2701","2020-03-05","Australia",2
"2702","2020-03-05","San Marino",1
"2703","2020-03-05","Spain",3
"2704","2020-03-05","Iraq",2
"2705","2020-03-05","Switzerland",1
"2706","2020-03-05","United Kingdom",1
"2707","2020-03-05","Netherlands",0
"2708","2020-03-05","Egypt",0
"2709","2020-03-05","Argentina",0
"2710","2020-03-05","Germany",0
"2711","2020-03-05","Belgium",0
"2712","2020-03-05","Lebanon",0
"2713","2020-03-05","Algeria",0
"2714","2020-03-05","Norway",0
"2715","2020-03-05","Sweden",0
"2716","2020-03-05","Austria",0
"2717","2020-03-05","Canada",0
"2718","2020-03-05","Greece",0
"2719","2020-03-05","India",0
"2720","2020-03-05","Ireland",0
"2721","2020-03-05","Poland",0
"2722","2020-03-05","Indonesia",0
"2723","2020-03-05","Albania",0
"2724","2020-03-05","Bulgaria",0
"2725","2020-03-05","Panama",0
"2726","2020-03-05","Morocco",0
"2727","2020-03-05","Guyana",0
"2728","2020-03-05","Ecuador",0
"2729","2020-03-05","Denmark",0
"2730","2020-03-05","Slovenia",0
"2731","2020-03-05","Luxembourg",0
"2732","2020-03-05","Hungary",0
"2733","2020-03-05","Azerbaijan",0
"2734","2020-03-05","Ukraine",0
"2735","2020-03-05","Sudan",0
"2736","2020-03-05","Guatemala",0
"2737","2020-03-06","China",3070
"2738","2020-03-06","Philippines",1
"2739","2020-03-06","Hong Kong",2
"2740","2020-03-06","Japan",6
"2741","2020-03-06","France",9
"2742","2020-03-06","Taipei and environs",1
"2743","2020-03-06","Iran",124
"2744","2020-03-06","Diamond Princess",7
"2745","2020-03-06","South Korea",42
"2746","2020-03-06","Italy",197
"2747","2020-03-06","US",18
"2748","2020-03-06","Thailand",1
"2749","2020-03-06","Australia",2
"2750","2020-03-06","San Marino",1
"2751","2020-03-06","Spain",5
"2752","2020-03-06","Iraq",4
"2753","2020-03-06","Switzerland",1
"2754","2020-03-06","United Kingdom",2
"2755","2020-03-06","Netherlands",1
"2756","2020-03-06","Egypt",0
"2757","2020-03-06","Argentina",0
"2758","2020-03-06","Germany",0
"2759","2020-03-06","Belgium",0
"2760","2020-03-06","Lebanon",0
"2761","2020-03-06","Algeria",0
"2762","2020-03-06","Norway",0
"2763","2020-03-06","Sweden",0
"2764","2020-03-06","Austria",0
"2765","2020-03-06","Canada",0
"2766","2020-03-06","Greece",0
"2767","2020-03-06","India",0
"2768","2020-03-06","Ireland",0
"2769","2020-03-06","Poland",0
"2770","2020-03-06","Indonesia",0
"2771","2020-03-06","Albania",0
"2772","2020-03-06","Bulgaria",0
"2773","2020-03-06","Panama",0
"2774","2020-03-06","Morocco",0
"2775","2020-03-06","Guyana",0
"2776","2020-03-06","Ecuador",0
"2777","2020-03-06","Denmark",0
"2778","2020-03-06","Slovenia",0
"2779","2020-03-06","Luxembourg",0
"2780","2020-03-06","Hungary",0
"2781","2020-03-06","Azerbaijan",0
"2782","2020-03-06","Ukraine",0
"2783","2020-03-06","Sudan",0
"2784","2020-03-06","Guatemala",0
"2785","2020-03-07","China",3097
"2786","2020-03-07","Philippines",1
"2787","2020-03-07","Hong Kong",2
"2788","2020-03-07","Japan",6
"2789","2020-03-07","France",16
"2790","2020-03-07","Taipei and environs",1
"2791","2020-03-07","Iran",145
"2792","2020-03-07","Diamond Princess",7
"2793","2020-03-07","South Korea",48
"2794","2020-03-07","Italy",233
"2795","2020-03-07","US",19
"2796","2020-03-07","Thailand",1
"2797","2020-03-07","Australia",2
"2798","2020-03-07","San Marino",1
"2799","2020-03-07","Spain",5
"2800","2020-03-07","Iraq",4
"2801","2020-03-07","Switzerland",1
"2802","2020-03-07","United Kingdom",2
"2803","2020-03-07","Netherlands",1
"2804","2020-03-07","Egypt",0
"2805","2020-03-07","Argentina",1
"2806","2020-03-07","Germany",0
"2807","2020-03-07","Belgium",0
"2808","2020-03-07","Lebanon",0
"2809","2020-03-07","Algeria",0
"2810","2020-03-07","Norway",0
"2811","2020-03-07","Sweden",0
"2812","2020-03-07","Austria",0
"2813","2020-03-07","Canada",0
"2814","2020-03-07","Greece",0
"2815","2020-03-07","India",0
"2816","2020-03-07","Ireland",0
"2817","2020-03-07","Poland",0
"2818","2020-03-07","Indonesia",0
"2819","2020-03-07","Albania",0
"2820","2020-03-07","Bulgaria",0
"2821","2020-03-07","Panama",0
"2822","2020-03-07","Morocco",0
"2823","2020-03-07","Guyana",0
"2824","2020-03-07","Ecuador",0
"2825","2020-03-07","Denmark",0
"2826","2020-03-07","Slovenia",0
"2827","2020-03-07","Luxembourg",0
"2828","2020-03-07","Hungary",0
"2829","2020-03-07","Azerbaijan",0
"2830","2020-03-07","Ukraine",0
"2831","2020-03-07","Sudan",0
"2832","2020-03-07","Guatemala",0
"2833","2020-03-08","China",3119
"2834","2020-03-08","Philippines",1
"2835","2020-03-08","Hong Kong",3
"2836","2020-03-08","Japan",7
"2837","2020-03-08","France",19
"2838","2020-03-08","Taipei and environs",1
"2839","2020-03-08","Iran",194
"2840","2020-03-08","Diamond Princess",7
"2841","2020-03-08","South Korea",51
"2842","2020-03-08","Italy",366
"2843","2020-03-08","US",22
"2844","2020-03-08","Thailand",1
"2845","2020-03-08","Australia",3
"2846","2020-03-08","San Marino",1
"2847","2020-03-08","Spain",10
"2848","2020-03-08","Iraq",6
"2849","2020-03-08","Switzerland",2
"2850","2020-03-08","United Kingdom",3
"2851","2020-03-08","Netherlands",3
"2852","2020-03-08","Egypt",1
"2853","2020-03-08","Argentina",1
"2854","2020-03-08","Germany",0
"2855","2020-03-08","Belgium",0
"2856","2020-03-08","Lebanon",0
"2857","2020-03-08","Algeria",0
"2858","2020-03-08","Norway",0
"2859","2020-03-08","Sweden",0
"2860","2020-03-08","Austria",0
"2861","2020-03-08","Canada",0
"2862","2020-03-08","Greece",0
"2863","2020-03-08","India",0
"2864","2020-03-08","Ireland",0
"2865","2020-03-08","Poland",0
"2866","2020-03-08","Indonesia",0
"2867","2020-03-08","Albania",0
"2868","2020-03-08","Bulgaria",0
"2869","2020-03-08","Panama",0
"2870","2020-03-08","Morocco",0
"2871","2020-03-08","Guyana",0
"2872","2020-03-08","Ecuador",0
"2873","2020-03-08","Denmark",0
"2874","2020-03-08","Slovenia",0
"2875","2020-03-08","Luxembourg",0
"2876","2020-03-08","Hungary",0
"2877","2020-03-08","Azerbaijan",0
"2878","2020-03-08","Ukraine",0
"2879","2020-03-08","Sudan",0
"2880","2020-03-08","Guatemala",0
"2881","2020-03-09","China",3136
"2882","2020-03-09","Philippines",1
"2883","2020-03-09","Hong Kong",3
"2884","2020-03-09","Japan",9
"2885","2020-03-09","France",30
"2886","2020-03-09","Taipei and environs",1
"2887","2020-03-09","Iran",237
"2888","2020-03-09","Diamond Princess",7
"2889","2020-03-09","South Korea",54
"2890","2020-03-09","Italy",463
"2891","2020-03-09","US",26
"2892","2020-03-09","Thailand",1
"2893","2020-03-09","Australia",3
"2894","2020-03-09","San Marino",1
"2895","2020-03-09","Spain",28
"2896","2020-03-09","Iraq",6
"2897","2020-03-09","Switzerland",2
"2898","2020-03-09","United Kingdom",5
"2899","2020-03-09","Netherlands",4
"2900","2020-03-09","Egypt",1
"2901","2020-03-09","Argentina",1
"2902","2020-03-09","Germany",2
"2903","2020-03-09","Belgium",0
"2904","2020-03-09","Lebanon",0
"2905","2020-03-09","Algeria",0
"2906","2020-03-09","Norway",0
"2907","2020-03-09","Sweden",0
"2908","2020-03-09","Austria",0
"2909","2020-03-09","Canada",1
"2910","2020-03-09","Greece",0
"2911","2020-03-09","India",0
"2912","2020-03-09","Ireland",0
"2913","2020-03-09","Poland",0
"2914","2020-03-09","Indonesia",0
"2915","2020-03-09","Albania",0
"2916","2020-03-09","Bulgaria",0
"2917","2020-03-09","Panama",0
"2918","2020-03-09","Morocco",0
"2919","2020-03-09","Guyana",0
"2920","2020-03-09","Ecuador",0
"2921","2020-03-09","Denmark",0
"2922","2020-03-09","Slovenia",0
"2923","2020-03-09","Luxembourg",0
"2924","2020-03-09","Hungary",0
"2925","2020-03-09","Azerbaijan",0
"2926","2020-03-09","Ukraine",0
"2927","2020-03-09","Sudan",0
"2928","2020-03-09","Guatemala",0
"2929","2020-03-10","China",3158
"2930","2020-03-10","Philippines",1
"2931","2020-03-10","Hong Kong",3
"2932","2020-03-10","Japan",12
"2933","2020-03-10","France",33
"2934","2020-03-10","Taipei and environs",1
"2935","2020-03-10","Iran",291
"2936","2020-03-10","Diamond Princess",7
"2937","2020-03-10","South Korea",60
"2938","2020-03-10","Italy",631
"2939","2020-03-10","US",31
"2940","2020-03-10","Thailand",1
"2941","2020-03-10","Australia",3
"2942","2020-03-10","San Marino",1
"2943","2020-03-10","Spain",36
"2944","2020-03-10","Iraq",6
"2945","2020-03-10","Switzerland",3
"2946","2020-03-10","United Kingdom",6
"2947","2020-03-10","Netherlands",4
"2948","2020-03-10","Egypt",1
"2949","2020-03-10","Argentina",1
"2950","2020-03-10","Germany",2
"2951","2020-03-10","Belgium",1
"2952","2020-03-10","Lebanon",1
"2953","2020-03-10","Algeria",0
"2954","2020-03-10","Norway",0
"2955","2020-03-10","Sweden",0
"2956","2020-03-10","Austria",0
"2957","2020-03-10","Canada",1
"2958","2020-03-10","Greece",0
"2959","2020-03-10","India",0
"2960","2020-03-10","Ireland",0
"2961","2020-03-10","Poland",0
"2962","2020-03-10","Indonesia",0
"2963","2020-03-10","Albania",0
"2964","2020-03-10","Bulgaria",0
"2965","2020-03-10","Panama",0
"2966","2020-03-10","Morocco",1
"2967","2020-03-10","Guyana",0
"2968","2020-03-10","Ecuador",0
"2969","2020-03-10","Denmark",0
"2970","2020-03-10","Slovenia",0
"2971","2020-03-10","Luxembourg",0
"2972","2020-03-10","Hungary",0
"2973","2020-03-10","Azerbaijan",0
"2974","2020-03-10","Ukraine",0
"2975","2020-03-10","Sudan",0
"2976","2020-03-10","Guatemala",0
"2977","2020-03-11","China",3169
"2978","2020-03-11","Philippines",2
"2979","2020-03-11","Hong Kong",3
"2980","2020-03-11","Japan",15
"2981","2020-03-11","France",48
"2982","2020-03-11","Taipei and environs",1
"2983","2020-03-11","Iran",354
"2984","2020-03-11","Diamond Princess",7
"2985","2020-03-11","South Korea",66
"2986","2020-03-11","Italy",827
"2987","2020-03-11","US",38
"2988","2020-03-11","Thailand",1
"2989","2020-03-11","Australia",3
"2990","2020-03-11","San Marino",3
"2991","2020-03-11","Spain",48
"2992","2020-03-11","Iraq",7
"2993","2020-03-11","Switzerland",4
"2994","2020-03-11","United Kingdom",8
"2995","2020-03-11","Netherlands",5
"2996","2020-03-11","Egypt",1
"2997","2020-03-11","Argentina",1
"2998","2020-03-11","Germany",2
"2999","2020-03-11","Belgium",3
"3000","2020-03-11","Lebanon",2
"3001","2020-03-11","Algeria",0
"3002","2020-03-11","Norway",0
"3003","2020-03-11","Sweden",1
"3004","2020-03-11","Austria",0
"3005","2020-03-11","Canada",1
"3006","2020-03-11","Greece",0
"3007","2020-03-11","India",0
"3008","2020-03-11","Ireland",1
"3009","2020-03-11","Poland",0
"3010","2020-03-11","Indonesia",1
"3011","2020-03-11","Albania",1
"3012","2020-03-11","Bulgaria",1
"3013","2020-03-11","Panama",1
"3014","2020-03-11","Morocco",1
"3015","2020-03-11","Guyana",1
"3016","2020-03-11","Ecuador",0
"3017","2020-03-11","Denmark",0
"3018","2020-03-11","Slovenia",0
"3019","2020-03-11","Luxembourg",0
"3020","2020-03-11","Hungary",0
"3021","2020-03-11","Azerbaijan",0
"3022","2020-03-11","Ukraine",0
"3023","2020-03-11","Sudan",0
"3024","2020-03-11","Guatemala",0
"3025","2020-03-12","China",3176
"3026","2020-03-12","Philippines",2
"3027","2020-03-12","Hong Kong",3
"3028","2020-03-12","Japan",19
"3029","2020-03-12","France",61
"3030","2020-03-12","Taipei and environs",1
"3031","2020-03-12","Iran",429
"3032","2020-03-12","Diamond Princess",7
"3033","2020-03-12","South Korea",67
"3034","2020-03-12","Italy",1016
"3035","2020-03-12","US",41
"3036","2020-03-12","Thailand",1
"3037","2020-03-12","Australia",3
"3038","2020-03-12","San Marino",5
"3039","2020-03-12","Spain",84
"3040","2020-03-12","Iraq",7
"3041","2020-03-12","Switzerland",6
"3042","2020-03-12","United Kingdom",10
"3043","2020-03-12","Netherlands",5
"3044","2020-03-12","Egypt",2
"3045","2020-03-12","Argentina",1
"3046","2020-03-12","Germany",3
"3047","2020-03-12","Belgium",3
"3048","2020-03-12","Lebanon",3
"3049","2020-03-12","Algeria",1
"3050","2020-03-12","Norway",1
"3051","2020-03-12","Sweden",1
"3052","2020-03-12","Austria",1
"3053","2020-03-12","Canada",1
"3054","2020-03-12","Greece",1
"3055","2020-03-12","India",1
"3056","2020-03-12","Ireland",1
"3057","2020-03-12","Poland",1
"3058","2020-03-12","Indonesia",1
"3059","2020-03-12","Albania",1
"3060","2020-03-12","Bulgaria",1
"3061","2020-03-12","Panama",1
"3062","2020-03-12","Morocco",1
"3063","2020-03-12","Guyana",1
"3064","2020-03-12","Ecuador",0
"3065","2020-03-12","Denmark",0
"3066","2020-03-12","Slovenia",0
"3067","2020-03-12","Luxembourg",0
"3068","2020-03-12","Hungary",0
"3069","2020-03-12","Azerbaijan",1
"3070","2020-03-12","Ukraine",0
"3071","2020-03-12","Sudan",1
"3072","2020-03-12","Guatemala",0
"3073","2020-03-13","China",3189
"3074","2020-03-13","Philippines",2
"3075","2020-03-13","Hong Kong",4
"3076","2020-03-13","Japan",21
"3077","2020-03-13","France",79
"3078","2020-03-13","Taipei and environs",1
"3079","2020-03-13","Iran",514
"3080","2020-03-13","Diamond Princess",7
"3081","2020-03-13","South Korea",72
"3082","2020-03-13","Italy",1266
"3083","2020-03-13","US",49
"3084","2020-03-13","Thailand",1
"3085","2020-03-13","Australia",3
"3086","2020-03-13","San Marino",5
"3087","2020-03-13","Spain",120
"3088","2020-03-13","Iraq",9
"3089","2020-03-13","Switzerland",6
"3090","2020-03-13","United Kingdom",11
"3091","2020-03-13","Netherlands",10
"3092","2020-03-13","Egypt",2
"3093","2020-03-13","Argentina",2
"3094","2020-03-13","Germany",6
"3095","2020-03-13","Belgium",3
"3096","2020-03-13","Lebanon",3
"3097","2020-03-13","Algeria",2
"3098","2020-03-13","Norway",1
"3099","2020-03-13","Sweden",1
"3100","2020-03-13","Austria",1
"3101","2020-03-13","Canada",1
"3102","2020-03-13","Greece",1
"3103","2020-03-13","India",2
"3104","2020-03-13","Ireland",1
"3105","2020-03-13","Poland",2
"3106","2020-03-13","Indonesia",3
"3107","2020-03-13","Albania",1
"3108","2020-03-13","Bulgaria",1
"3109","2020-03-13","Panama",1
"3110","2020-03-13","Morocco",1
"3111","2020-03-13","Guyana",1
"3112","2020-03-13","Ecuador",1
"3113","2020-03-13","Denmark",0
"3114","2020-03-13","Slovenia",0
"3115","2020-03-13","Luxembourg",1
"3116","2020-03-13","Hungary",0
"3117","2020-03-13","Azerbaijan",1
"3118","2020-03-13","Ukraine",1
"3119","2020-03-13","Sudan",1
"3120","2020-03-13","Guatemala",0
"3121","2020-03-14","China",3199
"3122","2020-03-14","Philippines",6
"3123","2020-03-14","Hong Kong",4
"3124","2020-03-14","Japan",22
"3125","2020-03-14","France",91
"3126","2020-03-14","Taipei and environs",1
"3127","2020-03-14","Iran",611
"3128","2020-03-14","Diamond Princess",7
"3129","2020-03-14","South Korea",75
"3130","2020-03-14","Italy",1441
"3131","2020-03-14","US",57
"3132","2020-03-14","Thailand",1
"3133","2020-03-14","Australia",3
"3134","2020-03-14","San Marino",5
"3135","2020-03-14","Spain",136
"3136","2020-03-14","Iraq",9
"3137","2020-03-14","Switzerland",11
"3138","2020-03-14","United Kingdom",21
"3139","2020-03-14","Netherlands",12
"3140","2020-03-14","Egypt",2
"3141","2020-03-14","Argentina",2
"3142","2020-03-14","Germany",8
"3143","2020-03-14","Belgium",4
"3144","2020-03-14","Lebanon",3
"3145","2020-03-14","Algeria",3
"3146","2020-03-14","Norway",2
"3147","2020-03-14","Sweden",2
"3148","2020-03-14","Austria",1
"3149","2020-03-14","Canada",1
"3150","2020-03-14","Greece",2
"3151","2020-03-14","India",2
"3152","2020-03-14","Ireland",2
"3153","2020-03-14","Poland",3
"3154","2020-03-14","Indonesia",4
"3155","2020-03-14","Albania",1
"3156","2020-03-14","Bulgaria",2
