"","ADM0_EN","ADM1_EN","DATE","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount"
"407","China","Jiangxi Province","2020-01-14",0,0,0,0,0
"408","China","Jiangxi Province","2020-01-15",0,0,0,0,0
"409","China","Jiangxi Province","2020-01-16",0,0,0,0,0
"410","China","Jiangxi Province","2020-01-17",0,0,0,0,0
"411","China","Jiangxi Province","2020-01-18",0,0,0,0,0
"412","China","Jiangxi Province","2020-01-19",0,0,0,0,0
"413","China","Jiangxi Province","2020-01-20",0,0,0,0,0
"414","China","Jiangxi Province","2020-01-21",2,0,0,0,0
"415","China","Jiangxi Province","2020-01-22",3,0,0,0,0
"416","China","Jilin Province","2019-12-31",0,0,0,0,0
"417","China","Jilin Province","2020-01-01",0,0,0,0,0
"418","China","Jilin Province","2020-01-02",0,0,0,0,0
"419","China","Jilin Province","2020-01-03",0,0,0,0,0
"420","China","Jilin Province","2020-01-04",0,0,0,0,0
"421","China","Jilin Province","2020-01-05",0,0,0,0,0
"422","China","Jilin Province","2020-01-06",0,0,0,0,0
"423","China","Jilin Province","2020-01-07",0,0,0,0,0
"424","China","Jilin Province","2020-01-08",0,0,0,0,0
"425","China","Jilin Province","2020-01-09",0,0,0,0,0
"426","China","Jilin Province","2020-01-10",0,0,0,0,0
"427","China","Jilin Province","2020-01-11",0,0,0,0,0
