,GID_0,NAME_0,GID_1,NL_NAME_0,NAME_1,NL_NAME_1,NL_Name_1_short,GID_2,NAME_2,VARNAME_2,NL_NAME_2,NL_NAME_2_short,TYPE_2,ENGTYPE_2,HASC_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,NL_NAME_3_short,TYPE_3,NL_NAME_4,ENGTYPE_3,CC_3,HASC_3,manual_addition,flags
186216,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.15_1,Neijiang,,内江市,内江,,,,CHN.26.15.2_1,Shizhong,Shìzhōng,市中区,,Shìxiáqū,,District,NA,NA,autofill,
186101,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.15_1,Neijiang,,内江市,内江,,,,CHN.26.15.3_1,Weiyuan,Wēiyuǎn,威远县,,Xiàn,,County,NA,NA,autofill,
186274,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.14_1,Neijiang]],,内江市,内江,,,,CHN.26.14.1_1,Longchang,Lóngchāng,隆昌县,,Xiàn,,County,NA,NA,autofill,
186010,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.14_1,Neijiang]],,内江市,内江,,,,CHN.26.14.2_1,Zizhong,Zīzhōng,资中县,,Xiàn,,County,NA,NA,autofill,
185735,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.1_1,Burang,Pǔlán,普兰县,,Xiàn,,County,NA,NA,manual_addition,
185615,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.2_1,Coqên,Cuòqín,措勤县,,Xiàn,,County,NA,NA,manual_addition,
185302,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.3_1,Gar,Gá'ěr,噶尔县,,Xiàn,,County,NA,NA,manual_addition,
184981,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.4_1,Gê'gyai,Géjí,革吉县,,Xiàn,,County,NA,NA,manual_addition,
183847,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.5_1,Gêrzê,Gǎizé,改则县,,Xiàn,,County,NA,NA,manual_addition,
184021,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.6_1,Rutog,Rìtǔ,日土县,,Xiàn,,County,NA,NA,manual_addition,
185362,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.4_1,Ngari,,阿里地区,阿里,,,,CHN.29.4.7_1,Zanda,Zhádá,札达县,,Xiàn,,County,NA,NA,manual_addition,
185037,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.1_1,Aba,NA,NA,,Xiàn,,County,NA,NA,autofill,
185427,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.2_1,Barkam,Mǎ'ěrkāng,马尔康县,,Xiàn,,County,NA,NA,autofill,
185696,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.3_1,Guan,NA,NA,,Xiàn,,County,NA,NA,autofill,
185386,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.4_1,Heishui,Hēishuǐ,黑水县,,Xiàn,,County,NA,NA,autofill,
185165,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.5_1,Hongyuan,Hóngyuán,红原县,,Xiàn,,County,NA,NA,autofill,
185535,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.6_1,Jinchuan,Jīnchuān,金川县,,Xiàn,,County,NA,NA,autofill,
185546,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.7_1,Li,Lǐ,理县,,Xiàn,,County,NA,NA,autofill,
185464,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.8_1,Mao,Mào,茂县,,Xiàn,,County,NA,NA,autofill,
185000,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.9_1,Nanping,NA,NA,,Xiàn,,County,NA,NA,autofill,
185236,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.10_1,Songpan,Sōngpān,松潘县,,Xiàn,,County,NA,NA,autofill,
185607,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.11_1,Wenchuan,Wènchuān,汶川县,,Xiàn,,County,NA,NA,autofill,
185608,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.12_1,Xiaojin,Xiǎojīn,小金县,,Xiàn,,County,NA,NA,autofill,
185363,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.13_1,Zamtang,Rǎngtáng,壤塘县,,Xiàn,,County,NA,NA,autofill,
184760,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.16_1,Ngawa Tibetan and Qiang,,阿坝藏族羌族自治州,阿坝州,,,,CHN.26.16.14_1,Zoigê,Ruò'ěrgài,若尔盖县,,Xiàn,,County,NA,NA,autofill,
185959,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.1_1,Cixi,Cíxī,慈溪市,,Xiànjíshì,,County City,NA,NA,autofill,
186278,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.2_1,Fenghua,Fènghuà,奉化市,,Xiànjíshì,,County City,NA,NA,autofill,
186006,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.3_1,Longwan,Lóngwān,龙湾区,,Shìxiáqū,,District,NA,NA,autofill,
186575,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.4_1,Ninghai,Nínghǎi,宁海县,,Xiàn,,County,NA,NA,autofill,
186537,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.5_1,Xiangshan,Xiāngshān,象山县,,Xiàn,,County,NA,NA,autofill,
186040,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.6_1,Xiuzhou,Xiùzhōu,秀洲区,,Shìxiáqū,,District,NA,NA,autofill,
185954,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.7_1,Yuyao,Yúyáo S,余姚市,,Xiànjíshì,,County City,NA,NA,autofill,
186036,CHN,China,CHN.31_1,,Zhejiang,浙江,浙江省,CHN.31.6_1,Ningbo,,宁波市,宁波,,,,CHN.31.6.8_1,Zhenhai,Zhènhǎi,镇海区,,Shìxiáqū,,District,NA,NA,autofill,
190523,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.1_1,Fu'an,Fú'ān,福安市,,Xiànjíshì,,County City,NA,NA,autofill,
190035,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.2_1,Fuding,Fúdǐng,福鼎市,,Xiànjíshì,,County City,NA,NA,autofill,
190320,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.3_1,Gutian,Gǔtián,古田县,,Xiàn,,County,NA,NA,autofill,
190573,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.4_1,Jiaocheng,NA,蕉城区,,Shìxiáqū,,District,NA,NA,autofill,
189616,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.5_1,Pingnan,Píngnán,屏南县,,Xiàn,,County,NA,NA,autofill,
188591,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.6_1,Shouning,Shòuníng,寿宁县,,Xiàn,,County,NA,NA,autofill,
190866,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.7_1,Xiapu,Xiápǔ,霞浦县,,Xiàn,,County,NA,NA,autofill,
189365,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.8_1,Zherong,Zhèróng,柘荣县,,Xiàn,,County,NA,NA,autofill,
189369,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.4_1,Ningde,,宁德市,宁德,,,,CHN.4.4.9_1,Zhouning,Zhōuníng,周宁县,,Xiàn,,County,NA,NA,autofill,
188979,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.10_1,Nujiang Lisu,,怒江傈僳族自治州,怒江,,,,CHN.30.10.1_1,Bijiang,NA,NA,,Xiàn,,County,NA,NA,autofill,
187244,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.10_1,Nujiang Lisu,,怒江傈僳族自治州,怒江,,,,CHN.30.10.2_1,Gongshan Derung and Nu,Gòngshān Dúlóngzú Nùzú,贡山独龙族怒族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
189790,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.10_1,Nujiang Lisu,,怒江傈僳族自治州,怒江,,,,CHN.30.10.3_1,Lanping Bai and Pumi,Lánpíng Báizú Pǔmǐzú,兰坪白族普米族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
190988,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.10_1,Nujiang Lisu,,怒江傈僳族自治州,怒江,,,,CHN.30.10.4_1,Lushui,Lúshuǐ,泸水县,,Xiàn,,County,NA,NA,autofill,
185852,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.1_1,Bomi,Bōmì,波密县,,Xiàn,,County,NA,NA,manual_addition,
185873,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.2_1,Gongbo'gyamda,Gōngbùjiāngdá,工布江达县,,Xiàn,,County,NA,NA,manual_addition,
186043,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.3_1,Mainling,Mǐlín,米林县,,Xiàn,,County,NA,NA,manual_addition,
186319,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.4_1,Nang,Lǎng,朗县,,Xiàn,,County,NA,NA,manual_addition,
185960,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.5_1,Nyingchi,Línzhī,林芝县,,Xiàn,,County,NA,NA,manual_addition,
186264,CHN,China,CHN.29_1,,Xizang,西藏自治區|西藏自治区,西藏自治区,CHN.29.5_1,Nyingtri,,林芝地区,林芝,,,,CHN.29.5.6_1,Zayü,Cháyú,察隅县,,Xiàn,,County,NA,NA,manual_addition,
181922,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.1_1,Dalad,Dálātè,达拉特旗,,Qí,,Banner,NA,NA,manual_addition,
182089,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.2_1,Dongsheng,Dōngshèng,鄂尔多斯东胜区,东胜区,Shìxiáqū,,District,NA,NA,manual_addition,
182149,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.3_1,Ejin Horo,Yījīnhuòluò,伊金霍洛旗,,Qí,,Banner,NA,NA,manual_addition,
181835,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.4_1,Hanggin,Hángjǐn,杭锦旗,,Qí,,Banner,NA,NA,manual_addition,
181977,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.5_1,Jungar,Zhǔngé'ěr,准格尔旗,,Qí,,Banner,NA,NA,manual_addition,
182021,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.6_1,Otog,Ètuōkè,鄂托克旗,,Qí,,Banner,NA,NA,manual_addition,
182424,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.7_1,Otog Front,Ètuōkè Qián,鄂尔多斯鄂托克前旗,鄂托克前旗,Qí,,Banner,NA,NA,manual_addition,
182248,CHN,China,CHN.19_1,,Nei Mongol,內蒙古自治區|内蒙古自治区,内蒙古自治区,CHN.19.7_1,Ordos,,鄂尔多斯市,鄂尔多斯,,,,CHN.19.7.8_1,Uxin,Wūshěn,乌审旗,,Qí,,Banner,NA,NA,manual_addition,
181774,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.11_1,Panjin,,盘锦市,盘锦,,,,CHN.18.11.1_1,Dawa,Dàwā,大洼县,,Xiàn,,County,NA,NA,autofill,
181757,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.11_1,Panjin,,盘锦市,盘锦,,,,CHN.18.11.2_1,Panjin,Pánjǐn,盘锦市,,Xiànjíshì,,County City,NA,NA,autofill,
181722,CHN,China,CHN.18_1,,Liaoning,遼寧|辽宁,辽宁省,CHN.18.11_1,Panjin,,盘锦市,盘锦,,,,CHN.18.11.3_1,Panshan,Pánshān,盘山县,,Xiàn,,County,NA,NA,autofill,
190520,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.17_1,Panzhihua,,攀枝花市,攀枝花,,,,CHN.26.17.1_1,East,Dōng,东区,,Shìxiáqū,,District,NA,NA,manual_addition,
189455,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.17_1,Panzhihua,,攀枝花市,攀枝花,,,,CHN.26.17.2_1,Miyi,Mǐyì,米易县,,Xiàn,,County,NA,NA,manual_addition,
189328,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.17_1,Panzhihua,,攀枝花市,攀枝花,,,,CHN.26.17.3_1,Yanbian,Yánbiān,盐边县,,Xiàn,,County,NA,NA,manual_addition,
184873,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.1_1,Baofeng,Bǎofēng,宝丰县,,Xiàn,,County,NA,NA,manual_addition,
184820,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.2_1,Jia,Jiá,郏县,,Xiàn,,County,NA,NA,manual_addition,
184746,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.3_1,Linru,NA,NA,,Xiàn,,County,NA,NA,manual_addition,
184891,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.4_1,Lushan,Lǔshān,鲁山县,,Xiàn,,County,NA,NA,manual_addition,
184945,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.5_1,Pingdingshan,NA,NA,,Xiànjíshì,,County City,NA,NA,manual_addition,
185119,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.6_1,Wugang,Wǔgāng,舞钢市,,Xiànjíshì,,County City,NA,NA,manual_addition,
184970,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.9_1,Pingdingshan,,平顶山市,平顶山,,,,CHN.12.9.7_1,Ye,Yè,叶县,,Xiàn,,County,NA,NA,manual_addition,
184066,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.1_1,Chongxin,Chóngxìn,崇信县,,Xiàn,,County,NA,NA,autofill,
184077,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.2_1,Huating,Huátíng,华亭县,,Xiàn,,County,NA,NA,autofill,
183975,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.3_1,Jingchuan,Jīngchuān,泾川县,,Xiàn,,County,NA,NA,autofill,
183825,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.4_1,Jingning,Jìngníng,静宁县,,Xiàn,,County,NA,NA,autofill,
184187,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.5_1,Lingtai,Língtái,灵台县,,Xiàn,,County,NA,NA,autofill,
183828,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.6_1,Pingliang,NA,NA,,Xiàn,,County,NA,NA,autofill,
184020,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.10_1,Pingliang,,平凉市,平凉,,,,CHN.5.10.7_1,Zhuanglang,Zhuānglàng,庄浪县,,Xiàn,,County,NA,NA,autofill,
189093,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.7_1,Pingxiang,,萍乡市,萍乡,,,,CHN.16.7.1_1,Lianhua,Liánhuā,莲花县,,Xiàn,,County,NA,NA,autofill,
187959,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.7_1,Pingxiang,,萍乡市,萍乡,,,,CHN.16.7.2_1,Pingxiang,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
196205,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.1_1,Jiangcheng Hani and Yi,Jiāngchéng HānízúYízú,江城哈尼族彝族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
192721,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.2_1,Jingdong Yi,Jǐngdōng Yízú,景东彝族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
194347,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.3_1,Jinggu Dai and Yi,Jǐnggǔ Dǎizú Yízú,景谷傣族彝族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
195510,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.4_1,Lancang Lahu,Láncāng Lāhùzú,澜沧拉祜族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
197230,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.5_1,"Menglian Dai, Lahu and Va",Mènglián Dǎizú Lāhùzú Wǎzú,孟连傣族拉祜族佤族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
194159,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.6_1,Mojiang Hani,Mòjiāng Hānízú,墨江哈尼族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
194930,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.7_1,Puer,NA,NA,,Xiàn,,County,NA,NA,autofill,
195864,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.8_1,Simao,Sīmáo,思茅区,,Shìxiáqū,,District,NA,NA,autofill,
196167,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.9_1,Ximeng Va,Xīméng Wǎzú,西盟佤族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
193593,CHN,China,CHN.30_1,,Yunnan,雲南|云南,云南省,CHN.30.11_1,Pu'er,,普洱市,普洱,,,,CHN.30.11.10_1,"Zhenyuan Yi, Hani and Lahu",Zhènyuán Yízú Hānízú Lāhùzú,镇沅彝族哈尼族拉祜族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
191832,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.5_1,Putian,,莆田市,莆田,,,,CHN.4.5.1_1,Putian,Pútián,莆田市,,Shìxiáqū,,District,NA,NA,autofill,
191990,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.5_1,Putian,,莆田市,莆田,,,,CHN.4.5.2_1,Putian County,Pútián,莆田市,,Xiàn,,County,NA,NA,autofill,
191658,CHN,China,CHN.4_1,,Fujian,福建,福建省,CHN.4.5_1,Putian,,莆田市,莆田,,,,CHN.4.5.3_1,Xianyou,Xiānyóu,仙游县,,Xiàn,,County,NA,NA,autofill,
183685,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.1_1,Fanxian,NA,NA,,Xiàn,,County,NA,NA,autofill,
183522,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.2_1,Nanle,Nánlè,南乐县,,Xiàn,,County,NA,NA,autofill,
183755,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.3_1,Puyang Shì,Púyáng,濮阳市,,Xiànjíshì,,County City,NA,NA,autofill,
183776,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.4_1,Puyang Xiàn,Púyáng,濮阳县,,Xiàn,,County,NA,NA,autofill,
183594,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.5_1,Qingfeng,Qīngfēng,清丰县,,Xiàn,,County,NA,NA,autofill,
183579,CHN,China,CHN.12_1,,Henan,河南,河南省,CHN.12.10_1,Puyang,,濮阳市,濮阳,,,,CHN.12.10.6_1,Taiqian,Táiqián,台前县,,Xiàn,,County,NA,NA,autofill,
188959,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.1_1,Cengong,Céngǒng,岑巩县,,Xiàn,,County,NA,NA,manual_addition,
191359,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.2_1,Congjiang,Cóngjiāng,从江县,,Xiàn,,County,NA,NA,manual_addition,
191093,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.3_1,Danzhai,Dānzhài,丹寨县,,Xiàn,,County,NA,NA,manual_addition,
189501,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.4_1,Huangping,Huángpíng,黄平县,,Xiàn,,County,NA,NA,manual_addition,
190208,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.5_1,Jianhe,Jiànhé,剑河县,,Xiàn,,County,NA,NA,manual_addition,
190535,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.6_1,Jinping,Jǐnpíng,锦屏县,,Xiàn,,County,NA,NA,manual_addition,
190478,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.7_1,Kaili,Kǎilǐ,凯里市,,Xiànjíshì,,County City,NA,NA,manual_addition,
190926,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.5_1,Qiandongnan Miao and Dong,,黔东南苗族侗族自治州,黔东南州,,,,CHN.8.5.8_1,Leishan,Léishān,雷山县,,Xiàn,,County,NA,NA,manual_addition,
